"DAT_EMISSAO","TipoVeiculo","QTD_CHASSI","VALOR_TOTAL_NF"
"2010-11-03","Automóvel",164,6182113.9
"2010-11-03","Ônibus e Microonibus",1,192000
"2010-11-03","Caminhonete",17,1259688.63
"2010-11-03","Caminhão",6,1419645
"2010-11-03","Outros",1,323000
"2010-11-03","Outros",23,1430127.99
"2010-11-03","Outros",9,927349.6400000001
"2010-11-04","Motocicleta",38,242564.32
"2010-11-04","Motocicleta",394,2740317.8600000003
"2010-11-04","Outros",2,16000
"2010-11-04","Automóvel",169,6326115.080000001
"2010-11-04","Ônibus e Microonibus",1,109000
"2010-11-04","Caminhonete",16,1524303.79
"2010-11-04","Caminhão",3,549045
"2010-11-04","Outros",1,350000
"2010-11-04","Outros",26,1808630.46
"2010-11-04","Outros",7,1003990
"2010-11-05","Motocicleta",35,220726.83
"2010-11-05","Motocicleta",395,2716548.2600000007
"2010-11-05","Outros",6,125500
"2010-11-05","Automóvel",164,6075203.000000001
"2010-11-05","Ônibus e Microonibus",3,339000
"2010-11-05","Caminhonete",13,943650
"2010-11-05","Caminhão",6,924141.35
"2010-11-05","Outros",4,1061000
"2010-11-05","Outros",28,1788621.37
"2010-11-05","Outros",6,745264
"2010-11-05","Outros",1,275500
"2010-11-06","Motocicleta",9,54885.1
"2010-11-06","Motocicleta",167,1124708.08
"2010-11-06","Outros",1,9504
"2010-11-06","Automóvel",50,1963013.7899999998
"2010-11-06","Caminhonete",1,71000
"2010-11-06","Outros",2,86900
"2010-11-06","Outros",3,418380
"2010-11-07","Motocicleta",1,6300
"2010-11-08","Motocicleta",42,263660
"2010-11-08","Motocicleta",438,3031051.3599999994
"2010-11-08","Automóvel",242,8882600.360000001
"2010-11-08","Ônibus e Microonibus",1,73092.8
"2010-11-08","Caminhonete",19,1429295
"2010-11-08","Caminhão",22,3597750
"2010-11-08","Outros",26,1511555.62
"2010-11-08","Outros",5,581200
"2010-11-09","Motocicleta",2,7190
"2010-11-09","Motocicleta",32,204070.90999999997
"2010-11-09","Motocicleta",451,3178296.460000001
"2010-11-09","Outros",1,8000
"2010-11-09","Automóvel",285,10651934.999999996
"2010-11-09","Ônibus e Microonibus",4,392464
"2010-11-09","Ônibus e Microonibus",1,235000
"2010-11-09","Caminhonete",25,2047331.65
"2010-11-09","Caminhão",21,3730787.2799999993
"2010-11-09","Outros",25,1466257.5799999998
"2010-11-09","Outros",4,562000
"2010-11-10","Motocicleta",1,3550
"2010-11-10","Motocicleta",36,230966.47000000003
"2010-11-10","Motocicleta",401,2747086.81
"2010-11-10","Automóvel",207,7717047.2200000025
"2010-11-10","Ônibus e Microonibus",4,453000
"2010-11-10","Caminhonete",7,462729.20999999996
"2010-11-10","Caminhão",6,1021200
"2010-11-10","Outros",1,335000
"2010-11-10","Outros",1,800000
"2010-11-10","Outros",26,1692789.98
"2010-11-10","Outros",9,1317600
"2010-11-11","Motocicleta",1,3769.5
"2010-11-11","Motocicleta",28,175768.63999999998
"2010-11-11","Motocicleta",370,2624970.35
"2010-11-11","Outros",6,54360
"2010-11-11","Automóvel",178,6754225.0600000005
"2010-11-11","Ônibus e Microonibus",1,96000
"2010-11-11","Ônibus e Microonibus",2,545400
"2010-11-11","Caminhonete",14,1051482.67
"2010-11-11","Caminhão",3,419000.01
"2010-11-11","Outros",39,2635869.0599999996
"2010-11-11","Outros",5,622208.19
"2010-11-12","Motocicleta",31,201430.19999999998
"2010-11-12","Motocicleta",411,2838494.45
"2010-11-12","Outros",1,8000
"2010-11-12","Automóvel",186,7042009.41
"2010-11-12","Ônibus e Microonibus",2,256000
"2010-11-12","Ônibus e Microonibus",31,6253200
"2010-11-12","Caminhonete",13,779691.56
"2010-11-12","Caminhão",20,3025720.48
"2010-11-12","Outros",32,2017523.1600000001
"2010-11-12","Outros",9,1356968.75
"2010-11-13","Motocicleta",1,3540
"2010-11-13","Motocicleta",12,76651.27
"2010-11-13","Motocicleta",179,1159829.8900000001
"2010-11-13","Automóvel",60,2243952.1799999997
"2010-11-13","Caminhonete",5,348953
"2010-11-13","Outros",14,679733.4299999999
"2010-11-14","Caminhão",1,121000
"2010-11-15","Motocicleta",1,6000
"2010-11-15","Motocicleta",1,7117
"2010-11-15","Automóvel",5,162572.41999999998
"2010-11-15","Caminhão",1,125000
"2010-11-15","Outros",2,71033.57
"2010-11-16","Motocicleta",41,256105.43000000005
"2010-11-16","Motocicleta",445,3047729.4799999995
"2010-11-16","Outros",1,8990
"2010-11-16","Automóvel",266,9739360.95
"2010-11-16","Ônibus e Microonibus",1,54500
"2010-11-16","Caminhonete",14,814660.2
"2010-11-16","Caminhão",14,2195800
"2010-11-16","Outros",39,2434419.96
"2010-11-16","Outros",8,939500
"2010-11-17","Motocicleta",37,233592.93
"2010-11-17","Motocicleta",507,3479479.19
"2010-11-17","Outros",1,8990
"2010-11-17","Automóvel",285,10688819.140000002
"2010-11-17","Ônibus e Microonibus",3,256028.95
"2010-11-17","Ônibus e Microonibus",4,1351598.84
"2010-11-17","Caminhonete",12,883956.47
"2010-11-17","Caminhão",20,2773360
"2010-11-17","Outros",2,575000
"2010-11-17","Outros",31,1629881.28
"2010-11-17","Outros",10,1194744
"2010-11-18","Motocicleta",1,3790
"2010-11-18","Motocicleta",43,277522.73000000004
"2010-11-18","Motocicleta",619,4379351.9899999965
"2010-11-18","Automóvel",225,8925427.030000001
"2010-11-18","Ônibus e Microonibus",5,544582
"2010-11-18","Ônibus e Microonibus",47,9390000
"2010-11-18","Caminhonete",13,916139.31
"2010-11-18","Caminhão",27,4560500
"2010-11-18","Outros",30,1562938.5400000003
"2010-11-18","Outros",11,1421412
"2010-11-19","Motocicleta",30,193413.51
"2010-11-19","Motocicleta",497,3375879.6099999985
"2010-11-19","Automóvel",214,8267242.69
"2010-11-19","Ônibus e Microonibus",1,160000
"2010-11-19","Ônibus e Microonibus",3,761899.71
"2010-11-19","Caminhonete",12,866190.65
"2010-11-19","Caminhão",14,1985130.24
"2010-11-19","Outros",3,827994
"2010-11-19","Outros",36,2397434.0100000002
"2010-11-19","Outros",5,680500
"2010-11-20","Motocicleta",40,253912.44
"2010-11-20","Motocicleta",280,1897067.6000000003
"2010-11-20","Automóvel",59,2143983.56
"2010-11-20","Caminhonete",1,87900
"2010-11-20","Caminhão",2,458000
"2010-11-20","Outros",6,336310.82999999996
"2010-11-20","Outros",1,76000
"2010-11-21","Automóvel",2,77800
"2010-11-21","Caminhão",1,75550.01
"2010-11-21","Outros",1,65000
"2010-11-22","Motocicleta",95,601602.73
"2010-11-22","Motocicleta",523,3556560.2
"2010-11-22","Outros",2,18590
"2010-11-22","Automóvel",383,14102521.790000001
"2010-11-22","Ônibus e Microonibus",3,293000
"2010-11-22","Ônibus e Microonibus",4,848000
"2010-11-22","Caminhonete",29,2046013.17
"2010-11-22","Caminhão",18,2507970.01
"2010-11-22","Outros",11,2635505.6499999994
"2010-11-22","Outros",72,4832830.4799999995
"2010-11-22","Outros",14,1589611.67
"2010-11-23","Motocicleta",48,300563.49000000005
"2010-11-23","Motocicleta",517,3508018.46
"2010-11-23","Outros",1,8000
"2010-11-23","Automóvel",255,9442453.769999988
"2010-11-23","Ônibus e Microonibus",5,445824.19999999995
"2010-11-23","Ônibus e Microonibus",11,1712798.98
"2010-11-23","Caminhonete",17,1262811
"2010-11-23","Caminhão",18,3141166.99
"2010-11-23","Outros",4,1346000
"2010-11-23","Outros",42,2790857.5099999993
"2010-11-23","Outros",10,1044424.7400000001
"2010-11-24","Motocicleta",73,458924.13000000006
"2010-11-24","Motocicleta",575,3881628.3600000003
"2010-11-24","Outros",6,74625
"2010-11-24","Automóvel",250,9528369.02
"2010-11-24","Ônibus e Microonibus",5,554900
"2010-11-24","Ônibus e Microonibus",1,198000
"2010-11-24","Caminhonete",14,922021.32
"2010-11-24","Caminhão",19,2597100
"2010-11-24","Outros",1,314500
"2010-11-24","Outros",30,2042419.4500000004
"2010-11-24","Outros",17,2028893.82
"2010-11-25","Motocicleta",57,362712.51999999996
"2010-11-25","Motocicleta",616,4241197.940000003
"2010-11-25","Automóvel",280,10830576.67
"2010-11-25","Ônibus e Microonibus",1,73044
"2010-11-25","Ônibus e Microonibus",2,424000
"2010-11-25","Caminhonete",12,847151.8
"2010-11-25","Caminhão",20,3225989.96
"2010-11-25","Outros",1,235000
"2010-11-25","Outros",39,2296574.079999999
"2010-11-25","Outros",11,1507324.82
"2010-11-26","Motocicleta",1,3490
"2010-11-26","Motocicleta",52,327739.44
"2010-11-26","Motocicleta",627,4345421.389999999
"2010-11-26","Outros",2,17490
"2010-11-26","Automóvel",292,11001204.210000003
"2010-11-26","Ônibus e Microonibus",2,433000
"2010-11-26","Caminhonete",16,1251680
"2010-11-26","Caminhão",8,1447000
"2010-11-26","Outros",1,104313
"2010-11-26","Outros",56,3236020.3500000015
"2010-11-26","Outros",10,1104500
"2010-11-27","Motocicleta",1,3490
"2010-11-27","Motocicleta",28,168991.21
"2010-11-27","Motocicleta",298,2071525.89
"2010-11-27","Outros",1,8000
"2010-11-27","Automóvel",67,2276656.02
"2010-11-27","Caminhonete",7,428595.72
"2010-11-27","Caminhão",6,1197300
"2010-11-27","Outros",1,360000
"2010-11-27","Outros",19,806401.2400000003
"2010-11-27","Outros",2,347000
"2010-11-28","Motocicleta",1,7300
"2010-11-29","Motocicleta",1,3490
"2010-11-29","Motocicleta",61,378408.74
"2010-11-29","Motocicleta",715,4940015.970000002
"2010-11-29","Automóvel",499,18503810.380000006
"2010-11-29","Ônibus e Microonibus",1,74662.1
"2010-11-29","Ônibus e Microonibus",3,667400
"2010-11-29","Caminhonete",22,1756809.8900000001
"2010-11-29","Caminhão",17,2850670
"2010-11-29","Outros",2,623700
"2010-11-29","Outros",54,3321058.25
"2010-11-29","Outros",15,2412686.71
"2010-11-30","Motocicleta",2,6790
"2010-11-30","Motocicleta",106,663914.7699999999
"2010-11-30","Motocicleta",1527,10568295.560000004
"2010-11-30","Outros",4,35960
"2010-11-30","Automóvel",593,22375009.48
"2010-11-30","Ônibus e Microonibus",11,1353000
"2010-11-30","Ônibus e Microonibus",12,2593950
"2010-11-30","Caminhonete",28,2470424.29
"2010-11-30","Caminhão",29,4702458.51
"2010-11-30","Outros",9,2232620
"2010-11-30","Outros",75,4946690.0600000005
"2010-11-30","Outros",18,2317478.4699999997
"2010-11-30","Outros",1,72640.59
"2010-12-01","Motocicleta",3,10290
"2010-12-01","Motocicleta",38,236940.06
"2010-12-01","Motocicleta",336,2226256.810000001
"2010-12-01","Outros",1,9000
"2010-12-01","Automóvel",85,3083218.36
"2010-12-01","Caminhonete",7,558800
"2010-12-01","Caminhão",8,1429000
"2010-12-01","Outros",1,360000
"2010-12-01","Outros",20,1111077.9000000001
"2010-12-01","Outros",5,497810
"2010-12-02","Motocicleta",1,3490
"2010-12-02","Motocicleta",55,340365.13
"2010-12-02","Motocicleta",458,3184194.95
"2010-12-02","Outros",1,7500
"2010-12-02","Automóvel",151,5887267.209999999
"2010-12-02","Ônibus e Microonibus",1,153000
"2010-12-02","Caminhonete",8,783300
"2010-12-02","Caminhão",3,553800
"2010-12-02","Outros",5,1392000
"2010-12-02","Outros",34,1729636.6899999997
"2010-12-02","Outros",3,455990
"2010-12-03","Motocicleta",44,277771.26
"2010-12-03","Motocicleta",412,2816534.740000001
"2010-12-03","Outros",3,26500
"2010-12-03","Automóvel",154,5601152.78
"2010-12-03","Ônibus e Microonibus",3,199374
"2010-12-03","Caminhonete",12,1002241.47
"2010-12-03","Caminhão",4,652400
"2010-12-03","Outros",1,141000
"2010-12-03","Outros",36,2385502.3199999994
"2010-12-03","Outros",14,1985673
"2010-12-04","Motocicleta",2,6990
"2010-12-04","Motocicleta",11,67713.18
"2010-12-04","Motocicleta",210,1432215.97
"2010-12-04","Automóvel",59,2034798.7600000002
"2010-12-04","Ônibus e Microonibus",1,88000
"2010-12-04","Caminhonete",7,526389.41
"2010-12-04","Outros",7,408117.69000000006
"2010-12-05","Motocicleta",16,107892
"2010-12-05","Automóvel",34,1175142.4300000002
"2010-12-05","Outros",1,31990
"2010-12-06","Motocicleta",26,166535.52000000002
"2010-12-06","Motocicleta",614,4287682.489999999
"2010-12-06","Outros",2,18490
"2010-12-06","Automóvel",506,18333347.640000004
"2010-12-06","Ônibus e Microonibus",3,376852.1
"2010-12-06","Ônibus e Microonibus",2,457000
"2010-12-06","Caminhonete",23,1647080.4100000001
"2010-12-06","Caminhão",13,2551780
"2010-12-06","Outros",3,690000
"2010-12-06","Outros",51,3054482.5799999996
"2010-12-06","Outros",14,1814105.1
"2010-12-07","Motocicleta",1,3490
"2010-12-07","Motocicleta",39,239546.29
"2010-12-07","Motocicleta",530,3629312.9099999997
"2010-12-07","Automóvel",264,9892757.349999998
"2010-12-07","Ônibus e Microonibus",7,1386000
"2010-12-07","Caminhonete",22,1690181.3900000001
"2010-12-07","Caminhão",10,1287652
"2010-12-07","Outros",35,2856589.41
"2010-12-07","Outros",11,1671000
"2010-12-08","Motocicleta",1,3540
"2010-12-08","Motocicleta",31,193979.69
"2010-12-08","Motocicleta",415,2858434.65
"2010-12-08","Automóvel",222,8592365.83
"2010-12-08","Ônibus e Microonibus",3,252455.9
"2010-12-08","Ônibus e Microonibus",1,198000
"2010-12-08","Caminhonete",15,1136262.9
"2010-12-08","Caminhão",7,1268237.5
"2010-12-08","Outros",1,217500
"2010-12-08","Outros",26,1902498.19
"2010-12-08","Outros",11,1269080
"2010-12-09","Motocicleta",2,7290
"2010-12-09","Motocicleta",52,322003.12
"2010-12-09","Motocicleta",471,3236143.930000001
"2010-12-09","Outros",1,9500
"2010-12-09","Automóvel",198,8076611.509999999
"2010-12-09","Ônibus e Microonibus",3,333695
"2010-12-09","Caminhonete",16,1111901.6
"2010-12-09","Caminhão",11,1754409.05
"2010-12-09","Outros",1,300000
"2010-12-09","Outros",23,1613111.9700000002
"2010-12-09","Outros",10,1411400
"2010-12-10","Motocicleta",1,3400
"2010-12-10","Motocicleta",39,252388.5
"2010-12-10","Motocicleta",425,2924048.7500000005
"2010-12-10","Outros",1,8000
"2010-12-10","Automóvel",204,8504482.520000001
"2010-12-10","Ônibus e Microonibus",4,464000
"2010-12-10","Ônibus e Microonibus",8,1059000
"2010-12-10","Caminhonete",7,484350.58
"2010-12-10","Caminhão",3,484000
"2010-12-10","Outros",3,962000
"2010-12-10","Outros",34,2482407.3300000005
"2010-12-10","Outros",7,1037500
"2010-12-11","Motocicleta",21,126450.73
"2010-12-11","Motocicleta",196,1373259.94
"2010-12-11","Outros",1,8000
"2010-12-11","Automóvel",58,2254379.77
"2010-12-11","Caminhonete",4,275532.9
"2010-12-11","Caminhão",2,459000
"2010-12-11","Outros",6,380292.55
"2010-12-11","Outros",2,183000
"2010-12-12","Motocicleta",1,3999.99
"2010-12-13","Motocicleta",29,178151.97
"2010-12-13","Motocicleta",401,2732222.6100000003
"2010-12-13","Automóvel",335,12731411.440000001
"2010-12-13","Caminhonete",16,1087284
"2010-12-13","Caminhão",12,1973860
"2010-12-13","Outros",4,1046000
"2010-12-13","Outros",34,2183761.84
"2010-12-13","Outros",9,940025
"2010-12-14","Motocicleta",37,231752.45
"2010-12-14","Motocicleta",455,3161726.67
"2010-12-14","Outros",1,8990
"2010-12-14","Automóvel",299,11017443.469999997
"2010-12-14","Ônibus e Microonibus",6,669000
"2010-12-14","Ônibus e Microonibus",4,1020000
"2010-12-14","Caminhonete",22,1848626
"2010-12-14","Caminhão",12,1783520
"2010-12-14","Outros",2,730000
"2010-12-14","Outros",31,2016399.4400000002
"2010-12-14","Outros",8,963880
"2010-12-15","Motocicleta",40,245245.71000000002
"2010-12-15","Motocicleta",514,3564655.6199999996
"2010-12-15","Outros",2,16800
"2010-12-15","Automóvel",270,9797628.280000003
"2010-12-15","Ônibus e Microonibus",3,521464
"2010-12-15","Caminhonete",20,1498148.58
"2010-12-15","Caminhão",8,1277901.8
"2010-12-15","Outros",2,516190.48
"2010-12-15","Outros",53,3820757.25
"2010-12-15","Outros",10,1134589
"2010-12-16","Motocicleta",2,7592
"2010-12-16","Motocicleta",39,243768.28999999998
"2010-12-16","Motocicleta",503,3491506.189999999
"2010-12-16","Automóvel",246,9203965.03
"2010-12-16","Ônibus e Microonibus",6,600366
"2010-12-16","Ônibus e Microonibus",1,123000
"2010-12-16","Caminhonete",16,1196945.86
"2010-12-16","Caminhão",10,1472240
"2010-12-16","Outros",4,1117000
"2010-12-16","Outros",33,2195085.43
"2010-12-16","Outros",11,1281714.98
"2010-12-17","Motocicleta",37,228522.81
"2010-12-17","Motocicleta",516,3700108.21
"2010-12-17","Outros",1,49900
"2010-12-17","Automóvel",236,8820996.510000002
"2010-12-17","Ônibus e Microonibus",6,542824.1
"2010-12-17","Caminhonete",19,1431887.28
"2010-12-17","Caminhão",17,2725070.01
"2010-12-17","Outros",2,568000
"2010-12-17","Outros",32,2037470.7999999998
"2010-12-17","Outros",6,670900
"2010-12-18","Motocicleta",20,122755.96
"2010-12-18","Motocicleta",205,1468089.76
"2010-12-18","Outros",1,10000
"2010-12-18","Automóvel",32,1302517.63
"2010-12-18","Ônibus e Microonibus",1,168800
"2010-12-18","Caminhonete",2,115290
"2010-12-18","Caminhão",1,240000
"2010-12-18","Outros",9,438835.02999999997
"2010-12-18","Outros",1,109000
"2010-12-19","Motocicleta",1,3300
"2010-12-19","Motocicleta",2,8490
"2010-12-19","Automóvel",4,150640
"2010-12-20","Motocicleta",2,6850
"2010-12-20","Motocicleta",37,228782.33
"2010-12-20","Motocicleta",568,4025497.230000001
"2010-12-20","Outros",1,8700
"2010-12-20","Automóvel",308,11582763.299999997
"2010-12-20","Ônibus e Microonibus",5,848412
"2010-12-20","Caminhonete",31,2260117.5299999993
"2010-12-20","Caminhão",17,2528513
"2010-12-20","Outros",1,309500
"2010-12-20","Outros",35,2468354.2800000003
"2010-12-20","Outros",9,1061640
"2010-12-21","Motocicleta",46,278863.88
"2010-12-21","Motocicleta",521,3621099.079999999
"2010-12-21","Automóvel",278,10347695.969999997
"2010-12-21","Ônibus e Microonibus",8,749485.81
"2010-12-21","Caminhonete",14,991420.41
"2010-12-21","Caminhão",10,1746449.54
"2010-12-21","Outros",5,1691000
"2010-12-21","Outros",35,1839620.8800000001
"2010-12-21","Outros",14,1821450
"2010-12-22","Motocicleta",2,6990
"2010-12-22","Motocicleta",26,172276.79
"2010-12-22","Motocicleta",524,3607857.45
"2010-12-22","Outros",4,35470
"2010-12-22","Automóvel",286,10482519.099999992
"2010-12-22","Ônibus e Microonibus",6,634618.3
"2010-12-22","Ônibus e Microonibus",9,1235800
"2010-12-22","Caminhonete",16,1140669.51
"2010-12-22","Caminhão",46,9524753
"2010-12-22","Outros",5,1330000
"2010-12-22","Outros",53,3979693.4000000004
"2010-12-22","Outros",15,1872400
"2010-12-23","Motocicleta",38,232709.87
"2010-12-23","Motocicleta",634,4404307.619999999
"2010-12-23","Outros",1,10990
"2010-12-23","Automóvel",255,9830658.299999999
"2010-12-23","Ônibus e Microonibus",2,170461.3
"2010-12-23","Ônibus e Microonibus",5,882000
"2010-12-23","Caminhonete",16,1096873.4100000001
"2010-12-23","Caminhão",20,3363690.48
"2010-12-23","Outros",2,649000
"2010-12-23","Outros",40,2693067.3
"2010-12-23","Outros",11,1640830
"2010-12-24","Motocicleta",2,7105
"2010-12-24","Motocicleta",30,188620.00000000003
"2010-12-24","Motocicleta",344,2381507.18
"2010-12-24","Automóvel",80,3143409.3
"2010-12-24","Caminhonete",2,200700
"2010-12-24","Caminhão",2,250000
"2010-12-24","Outros",8,531558.77
"2010-12-24","Outros",2,315000
"2010-12-26","Caminhão",1,226000
"2010-12-26","Outros",1,35544.82
"2010-12-27","Motocicleta",1,3400
"2010-12-27","Motocicleta",57,342363.39
"2010-12-27","Motocicleta",670,4625400.48
"2010-12-27","Automóvel",236,8982652.499999998
"2010-12-27","Ônibus e Microonibus",3,401646.9
"2010-12-27","Ônibus e Microonibus",1,198000
"2010-12-27","Caminhonete",18,1374902.1
"2010-12-27","Caminhão",16,2951900
"2010-12-27","Outros",30,1868947.79
"2010-12-27","Outros",3,418000
"2010-12-28","Motocicleta",1,3300
"2010-12-28","Motocicleta",48,294213.12
"2010-12-28","Motocicleta",701,4804908.7200000025
"2010-12-28","Outros",2,16400
"2010-12-28","Automóvel",262,9890968.149999997
"2010-12-28","Ônibus e Microonibus",7,920674
"2010-12-28","Ônibus e Microonibus",6,1523890
"2010-12-28","Caminhonete",15,1096135.9
"2010-12-28","Caminhão",19,3393840.01
"2010-12-28","Outros",2,562000
"2010-12-28","Outros",40,2774018.3699999996
"2010-12-28","Outros",8,1189900
"2010-12-29","Motocicleta",3,10435
"2010-12-29","Motocicleta",56,333400.59
"2010-12-29","Motocicleta",668,4676208.5200000005
"2010-12-29","Outros",1,8990
"2010-12-29","Automóvel",237,9346219.229999999
"2010-12-29","Ônibus e Microonibus",10,991692
"2010-12-29","Ônibus e Microonibus",6,1113000
"2010-12-29","Caminhonete",21,1588923.1
"2010-12-29","Caminhão",39,6762400.57
"2010-12-29","Outros",5,1828500
"2010-12-29","Outros",34,2371772.0900000003
"2010-12-29","Outros",11,1343450
"2010-12-30","Motocicleta",1,3490
"2010-12-30","Motocicleta",77,473430.91
"2010-12-30","Motocicleta",739,5213734.379999998
"2010-12-30","Outros",1,8990
"2010-12-30","Automóvel",269,10227753.86
"2010-12-30","Ônibus e Microonibus",8,1105552.1
"2010-12-30","Ônibus e Microonibus",1,368400
"2010-12-30","Caminhonete",15,1246015.2100000002
"2010-12-30","Caminhão",17,2633572.35
"2010-12-30","Outros",4,1342000
"2010-12-30","Outros",26,2074458.61
"2010-12-30","Outros",10,955660
"2010-12-31","Motocicleta",18,115164
"2010-12-31","Motocicleta",185,1232886.9599999997
"2010-12-31","Automóvel",21,836918.71
"2010-12-31","Caminhão",1,195000
"2010-12-31","Outros",1,111000
"2011-01-01","Motocicleta",1,6459
"2011-01-01","Automóvel",1,14906.4
"2011-01-01","Outros",3,234590
"2011-01-03","Motocicleta",6,36442.25
"2011-01-03","Motocicleta",260,1799289.01
"2011-01-03","Automóvel",54,2343760.8
"2011-01-03","Ônibus e Microonibus",2,160552.1
"2011-01-03","Caminhonete",5,396254.74
"2011-01-03","Caminhão",13,3046410
"2011-01-03","Outros",1,240000
"2011-01-03","Outros",9,671250
"2011-01-04","Motocicleta",2,6990
"2011-01-04","Motocicleta",20,125749.98
"2011-01-04","Motocicleta",291,1949803.18
"2011-01-04","Outros",2,18500
"2011-01-04","Automóvel",80,2937908.2699999996
"2011-01-04","Ônibus e Microonibus",3,268142.1
"2011-01-04","Caminhonete",12,763855.63
"2011-01-04","Caminhão",5,746810
"2011-01-04","Outros",12,901750
"2011-01-04","Outros",1,86000
"2011-01-05","Motocicleta",22,133449.19
"2011-01-05","Motocicleta",324,2318137.04
"2011-01-05","Automóvel",122,4941947.710000001
"2011-01-05","Ônibus e Microonibus",1,212000
"2011-01-05","Caminhonete",6,380600
"2011-01-05","Caminhão",5,820300
"2011-01-05","Outros",1,350000
"2011-01-05","Outros",19,1344891.84
"2011-01-05","Outros",5,619007.23
"2011-01-06","Motocicleta",2,6890
"2011-01-06","Motocicleta",23,131975.8
"2011-01-06","Motocicleta",302,2121541.13
"2011-01-06","Automóvel",123,4994980.130000001
"2011-01-06","Ônibus e Microonibus",4,374000
"2011-01-06","Caminhonete",11,777118.4
"2011-01-06","Caminhão",5,974000
"2011-01-06","Outros",16,1133790
"2011-01-06","Outros",5,493500
"2011-01-07","Motocicleta",1,3490
"2011-01-07","Motocicleta",22,133674.64
"2011-01-07","Motocicleta",317,2227511.7699999996
"2011-01-07","Outros",2,17890
"2011-01-07","Automóvel",142,5661743.340000001
"2011-01-07","Ônibus e Microonibus",2,133000
"2011-01-07","Ônibus e Microonibus",3,879800
"2011-01-07","Caminhonete",8,621767
"2011-01-07","Caminhão",11,1524661.25
"2011-01-07","Outros",19,1320461.76
"2011-01-07","Outros",10,1390762.22
"2011-01-08","Motocicleta",5,31860
"2011-01-08","Motocicleta",110,744356.52
"2011-01-08","Automóvel",37,1521878.3599999999
"2011-01-08","Caminhonete",3,235900
"2011-01-08","Outros",6,511848
"2011-01-08","Outros",1,86000
"2011-01-10","Motocicleta",1,3400
"2011-01-10","Motocicleta",16,95959.7
"2011-01-10","Motocicleta",264,1807103.0799999998
"2011-01-10","Outros",1,9490
"2011-01-10","Automóvel",220,8181382.949999999
"2011-01-10","Ônibus e Microonibus",2,165000
"2011-01-10","Caminhonete",10,780000
"2011-01-10","Caminhão",8,1277300.03
"2011-01-10","Outros",25,1570494.9799999997
"2011-01-10","Outros",5,523910
"2011-01-11","Motocicleta",1,3400
"2011-01-11","Motocicleta",38,242280.52000000002
"2011-01-11","Motocicleta",279,1860003.3000000007
"2011-01-11","Automóvel",215,8285256.35
"2011-01-11","Ônibus e Microonibus",3,260383
"2011-01-11","Caminhonete",11,710050
"2011-01-11","Caminhão",14,1921170
"2011-01-11","Outros",23,1595573.6400000001
"2011-01-11","Outros",8,1063500
"2011-01-12","Motocicleta",2,6960
"2011-01-12","Motocicleta",29,176644.48000000004
"2011-01-12","Motocicleta",320,2366248.52
"2011-01-12","Outros",1,9000
"2011-01-12","Automóvel",209,7860840.45
"2011-01-12","Ônibus e Microonibus",2,155000
"2011-01-12","Caminhonete",14,1037990.53
"2011-01-12","Caminhão",6,1052480
"2011-01-12","Outros",17,1336216.92
"2011-01-12","Outros",6,662000
"2011-01-13","Motocicleta",24,148561.3
"2011-01-13","Motocicleta",277,1902554.14
"2011-01-13","Automóvel",173,6213047.549999998
"2011-01-13","Ônibus e Microonibus",1,198700
"2011-01-13","Ônibus e Microonibus",40,10674000
"2011-01-13","Caminhonete",11,707233.21
"2011-01-13","Caminhão",9,1368500
"2011-01-13","Outros",20,1235762.17
"2011-01-13","Outros",9,1221357
"2011-01-14","Motocicleta",3,10410
"2011-01-14","Motocicleta",29,160094.52000000002
"2011-01-14","Motocicleta",328,2280798.0299999993
"2011-01-14","Automóvel",170,6259969.49
"2011-01-14","Ônibus e Microonibus",3,343000
"2011-01-14","Caminhonete",11,899093.9
"2011-01-14","Caminhão",5,697600
"2011-01-14","Outros",22,1267770.85
"2011-01-14","Outros",2,380000
"2011-01-15","Motocicleta",16,104226.55
"2011-01-15","Motocicleta",140,932830.4900000001
"2011-01-15","Automóvel",56,2247011.75
"2011-01-15","Caminhonete",7,397114.2
"2011-01-15","Outros",4,125400
"2011-01-17","Motocicleta",26,170238.99
"2011-01-17","Motocicleta",359,2471501.0700000003
"2011-01-17","Outros",1,7500
"2011-01-17","Automóvel",242,9083731.490000004
"2011-01-17","Caminhonete",19,1381262.65
"2011-01-17","Caminhão",4,390000
"2011-01-17","Outros",28,1987992.61
"2011-01-17","Outros",5,716000
"2011-01-18","Motocicleta",35,228750.17
"2011-01-18","Motocicleta",436,2965371.539999999
"2011-01-18","Outros",2,17980
"2011-01-18","Automóvel",179,6904179.380000002
"2011-01-18","Ônibus e Microonibus",6,551766
"2011-01-18","Caminhonete",14,816274.7599999999
"2011-01-18","Caminhão",15,2294800.48
"2011-01-18","Outros",2,684620
"2011-01-18","Outros",31,2042477.6
"2011-01-18","Outros",9,1040500
"2011-01-19","Motocicleta",1,3500
"2011-01-19","Motocicleta",35,225668.23000000004
"2011-01-19","Motocicleta",467,3210537.380000002
"2011-01-19","Automóvel",215,7920304.2900000075
"2011-01-19","Ônibus e Microonibus",4,490455
"2011-01-19","Caminhonete",19,1395564.73
"2011-01-19","Caminhão",9,1587060
"2011-01-19","Outros",2,680000
"2011-01-19","Outros",1,1450000
"2011-01-19","Outros",26,1363829.06
"2011-01-19","Outros",8,883470
"2011-01-20","Motocicleta",53,347847.68999999994
