"TipoVeiculo","Montadora","NUM_EXERCICIO","QTD_CHASSI"
"Motocicleta","APRILIA",2013,2
"Motocicleta","EMME",2013,2
"Motocicleta","JTA",2013,2
,"YAMAHA",2013,2
"Outros","VW",2012,2
"Outros","AGRALE",2012,2
"Caminhonete","MON",2012,2
"Caminhonete","TROLLER",2012,2
"Ônibus e Microonibus","M.B.",2012,2
"Ônibus e Microonibus","MAFERSA",2012,2
"Ônibus e Microonibus","MOTOR-CASA",2012,2
"Automóvel","BEACH",2012,2
"Automóvel","TANGER",2012,2
"Automóvel","WILLYS",2012,2
"Outros","BUENO",2012,2
"Outros","TRIWAY",2012,2
"Motocicleta","TECPAMA",2012,2
"Motocicleta","AGRALE",2012,2
"Motocicleta","GEMSY",2012,2
"Motocicleta","APRILIA",2012,2
"Motocicleta","EMME",2012,2
"Motocicleta","JTA",2012,2
,"YAMAHA",2012,2
"Outros","VW",2011,2
"Outros","RAGGE",2011,2
"Outros","AGRALE",2011,2
"Caminhão","ITAPEMIRIM",2011,2
"Caminhonete","MON",2011,2
"Caminhonete","TROLLER",2011,2
"Ônibus e Microonibus","M.B.",2011,2
"Ônibus e Microonibus","MAFERSA",2011,2
"Ônibus e Microonibus","MOTOR-CASA",2011,2
"Automóvel","BEACH",2011,2
"Automóvel","WILLYS",2011,2
"Outros","TRIWAY",2011,2
"Motocicleta","FIAT",2011,2
"Motocicleta","IBRAMOTO",2011,2
"Motocicleta","TECPAMA",2011,2
"Motocicleta","AGRALE",2011,2
"Motocicleta","GEMSY",2011,2
"Motocicleta","APRILIA",2011,2
"Motocicleta","EMME",2011,2
"Motocicleta","JTA",2011,2
,"YAMAHA",2011,2
"Outros","VW",2010,2
"Outros","RAGGE",2010,2
"Caminhão","ITAPEMIRIM",2010,2
"Caminhonete","MON",2010,2
"Caminhonete","TROLLER",2010,2
"Ônibus e Microonibus","M.B.",2010,2
"Ônibus e Microonibus","MAFERSA",2010,2
"Ônibus e Microonibus","MATRA",2010,2
"Ônibus e Microonibus","MOTOR-CASA",2010,2
"Automóvel","BEACH",2010,2
"Automóvel","FIBRAC",2010,2
"Automóvel","ITAL",2010,2
"Automóvel","WILLYS",2010,2
"Outros","TRIWAY",2010,2
"Motocicleta","FIAT",2010,2
"Motocicleta","IBRAMOTO",2010,2
"Motocicleta","TECPAMA",2010,2
"Motocicleta","AGRALE",2010,2
"Motocicleta","GEMSY",2010,2
"Motocicleta","APRILIA",2010,2
"Motocicleta","EMME",2010,2
"Motocicleta","JTA",2010,2
,"YAMAHA",2010,2
"Outros","",2009,2
"Outros","VW",2009,2
"Outros","RAGGE",2009,2
"Caminhão","ITAPEMIRIM",2009,2
"Caminhonete","MON",2009,2
"Caminhonete","TROLLER",2009,2
"Ônibus e Microonibus","M.B.",2009,2
"Ônibus e Microonibus","MAFERSA",2009,2
"Ônibus e Microonibus","MATRA",2009,2
"Ônibus e Microonibus","MOTOR-CASA",2009,2
"Automóvel","BEACH",2009,2
"Automóvel","FIBRAC",2009,2
"Automóvel","ICOMDA",2009,2
"Automóvel","ITAL",2009,2
"Outros","SCANIA",2009,2
"Outros","TRIWAY",2009,2
"Outros","VW",2009,2
"Motocicleta","FIAT",2009,2
"Motocicleta","TECPAMA",2009,2
"Motocicleta","WEMOTO",2009,2
"Motocicleta","",2009,2
"Motocicleta","AGRALE",2009,2
"Motocicleta","GEMSY",2009,2
"Motocicleta","APRILIA",2009,2
"Motocicleta","BP",2009,2
"Motocicleta","EMME",2009,2
"Motocicleta","JTA",2009,2
,"",2009,2
"Outros","",2008,2
"Outros","VW",2008,2
"Outros","RAGGE",2008,2
"Caminhão","ENGESA",2008,2
"Caminhão","ITAPEMIRIM",2008,2
"Caminhonete","MON",2008,2
"Caminhonete","TROLLER",2008,2
"Ônibus e Microonibus","M.B.",2008,2
"Ônibus e Microonibus","MAFERSA",2008,2
"Ônibus e Microonibus","MATRA",2008,2
"Automóvel","FIBRAC",2008,2
"Automóvel","ICOMDA",2008,2
"Automóvel","ITAL",2008,2
"Outros","SCANIA",2008,2
"Outros","TRIWAY",2008,2
"Outros","VW",2008,2
"Motocicleta","FIAT",2008,2
"Motocicleta","TECPAMA",2008,2
"Motocicleta","WEMOTO",2008,2
"Motocicleta","",2008,2
"Motocicleta","AGRALE",2008,2
"Motocicleta","GEMSY",2008,2
"Motocicleta","APRILIA",2008,2
"Motocicleta","BP",2008,2
"Motocicleta","EMME",2008,2
"Motocicleta","JTA",2008,2
,"",2008,2
"Outros","",2007,2
"Outros","VW",2007,2
"Outros","RAGGE",2007,2
"Caminhão","ENGESA",2007,2
"Caminhão","ITAPEMIRIM",2007,2
"Caminhonete","MON",2007,2
"Caminhonete","TROLLER",2007,2
"Ônibus e Microonibus","M.B.",2007,2
"Ônibus e Microonibus","MAFERSA",2007,2
"Ônibus e Microonibus","MATRA",2007,2
"Automóvel","FIBRAC",2007,2
"Automóvel","ICOMDA",2007,2
"Automóvel","ITAL",2007,2
"Outros","SCANIA",2007,2
"Outros","TRIWAY",2007,2
"Outros","VW",2007,2
"Motocicleta","FIAT",2007,2
"Motocicleta","TECPAMA",2007,2
"Motocicleta","WEMOTO",2007,2
"Motocicleta","",2007,2
"Motocicleta","AGRALE",2007,2
"Motocicleta","GEMSY",2007,2
"Motocicleta","APRILIA",2007,2
"Motocicleta","BP",2007,2
"Motocicleta","EMME",2007,2
"Motocicleta","JTA",2007,2
,"",2007,2
"Outros","",2006,2
"Outros","VW",2006,2
"Outros","RAGGE",2006,2
"Caminhão","ENGESA",2006,2
"Caminhão","ITAPEMIRIM",2006,2
"Caminhonete","TROLLER",2006,2
"Ônibus e Microonibus","M.B.",2006,2
"Ônibus e Microonibus","MAFERSA",2006,2
"Ônibus e Microonibus","MATRA",2006,2
"Automóvel","FARUS",2006,2
"Automóvel","FIBRAC",2006,2
"Automóvel","ICOMDA",2006,2
"Automóvel","ITAL",2006,2
"Outros","TRIWAY",2006,2
"Outros","VW",2006,2
"Motocicleta","FIAT",2006,2
"Motocicleta","TECPAMA",2006,2
"Motocicleta","WEMOTO",2006,2
"Motocicleta","",2006,2
"Motocicleta","AGRALE",2006,2
"Motocicleta","GEMSY",2006,2
"Motocicleta","APRILIA",2006,2
"Motocicleta","BP",2006,2
"Motocicleta","EMME",2006,2
"Motocicleta","JTA",2006,2
,"",2006,2
"Outros","",2005,2
"Outros","VW",2005,2
"Outros","RAGGE",2005,2
"Caminhão","ENGESA",2005,2
"Caminhão","ITAPEMIRIM",2005,2
"Ônibus e Microonibus","M.B.",2005,2
"Ônibus e Microonibus","MAFERSA",2005,2
"Ônibus e Microonibus","MATRA",2005,2
"Automóvel","FIBRAC",2005,2
"Automóvel","ICOMDA",2005,2
"Automóvel","ITAL",2005,2
"Automóvel","PHANTOM",2005,2
"Outros","TRIWAY",2005,2
"Outros","VW",2005,2
"Motocicleta","FIAT",2005,2
"Motocicleta","TECPAMA",2005,2
"Motocicleta","WEMOTO",2005,2
"Motocicleta","",2005,2
"Motocicleta","AGRALE",2005,2
"Motocicleta","GEMSY",2005,2
"Motocicleta","APRILIA",2005,2
"Motocicleta","BP",2005,2
"Motocicleta","EMME",2005,2
"Motocicleta","JTA",2005,2
,"",2005,2
"Outros","",2004,2
"Outros","FIAT",2004,2
"Outros","VW",2004,2
"Outros","NISSAN",2004,2
"Outros","RAGGE",2004,2
"Outros","VW",2004,2
"Caminhão","DODGE",2004,2
"Caminhão","VOLVO",2004,2
"Ônibus e Microonibus","Importado",2004,2
"Ônibus e Microonibus","CITROEN",2004,2
"Automóvel","FIBRAC",2004,2
"Automóvel","ICOMDA",2004,2
"Automóvel","ITAL",2004,2
"Automóvel","JPX",2004,2
"Automóvel","MPLM",2004,2
"Automóvel","PHANTOM",2004,2
"Outros","TRIWAY",2004,2
"Outros","VW",2004,2
"Motocicleta","FIAT",2004,2
"Motocicleta","TECPAMA",2004,2
"Motocicleta","WEMOTO",2004,2
"Motocicleta","",2004,2
"Motocicleta","AGRALE",2004,2
"Motocicleta","GEMSY",2004,2
"Motocicleta","APRILIA",2004,2
"Motocicleta","BP",2004,2
"Motocicleta","EMME",2004,2
"Motocicleta","JTA",2004,2
,"",2004,2
"Outros","",2003,2
"Outros","VW",2003,2
"Outros","NISSAN",2003,2
"Outros","RAGGE",2003,2
"Caminhão","DODGE",2003,2
"Caminhão","VOLVO",2003,2
"Ônibus e Microonibus","Importado",2003,2
"Automóvel","FIBRAC",2003,2
"Automóvel","ICOMDA",2003,2
"Automóvel","ITAL",2003,2
"Automóvel","JPX",2003,2
"Automóvel","MPLM",2003,2
"Automóvel","PHANTOM",2003,2
"Outros","TRIWAY",2003,2
"Outros","VW",2003,2
"Motocicleta","FIAT",2003,2
"Motocicleta","TECPAMA",2003,2
"Motocicleta","WEMOTO",2003,2
"Motocicleta","",2003,2
"Motocicleta","GEMSY",2003,2
"Motocicleta","BP",2003,2
"Motocicleta","EMME",2003,2
,"",2003,2
"Outros","",2002,2
"Outros","VW",2002,2
"Outros","RAGGE",2002,2
"Caminhão","VOLVO",2002,2
"Caminhonete","MON",2002,2
"Ônibus e Microonibus","Importado",2002,2
"Automóvel","FIBRAC",2002,2
"Automóvel","JPX",2002,2
"Automóvel","MPLM",2002,2
"Outros","Importado",2002,2
"Outros","TRIWAY",2002,2
"Motocicleta","COFAVE",2002,2
"Motocicleta","FIAT",2002,2
"Motocicleta","TECPAMA",2002,2
"Motocicleta","WEMOTO",2002,2
"Motocicleta","COFAVE",2002,2
"Motocicleta","GEMSY",2002,2
"Motocicleta","AGRALE",2002,2
"Motocicleta","BRANDY",2002,2
,"",2002,2
"Outros","",2001,2
"Outros","VW",2001,2
"Outros","RAGGE",2001,2
"Caminhão","VOLVO",2001,2
"Ônibus e Microonibus","Importado",2001,2
"Automóvel","FIBRAC",2001,2
"Automóvel","JPX",2001,2
"Automóvel","MPLM",2001,2
"Outros","Importado",2001,2
"Motocicleta","FIAT",2001,2
"Motocicleta","TECPAMA",2001,2
"Motocicleta","WEMOTO",2001,2
"Motocicleta","GEMSY",2001,2
"Motocicleta","AGRALE",2001,2
"Motocicleta","BP",2001,2
"Motocicleta","BRANDY",2001,2
,"",2001,2
"Outros","",2000,2
"Outros","VW",2000,2
"Outros","RAGGE",2000,2
"Caminhão","DODGE",2000,2
"Caminhão","VOLVO",2000,2
"Ônibus e Microonibus","Importado",2000,2
"Automóvel","FIBRAC",2000,2
"Automóvel","ICOMDA",2000,2
"Automóvel","JPX",2000,2
"Automóvel","MPLM",2000,2
"Automóvel","PHANTOM",2000,2
"Outros","Importado",2000,2
"Outros","VW",2000,2
"Motocicleta","FIAT",2000,2
"Motocicleta","TECPAMA",2000,2
"Motocicleta","WEMOTO",2000,2
"Motocicleta","",2000,2
"Motocicleta","AVA",2000,2
"Motocicleta","GEMSY",2000,2
"Motocicleta","AGRALE",2000,2
"Motocicleta","BP",2000,2
"Motocicleta","BRANDY",2000,2
,"",2000,2
"Outros","",1999,2
"Outros","GM",1999,2
"Outros","VW",1999,2
"Outros","RAGGE",1999,2
"Caminhão","DODGE",1999,2
"Caminhão","VOLVO",1999,2
"Caminhonete","MMC",1999,2
"Automóvel","FIBRAC",1999,2
"Automóvel","ICOMDA",1999,2
"Automóvel","JPX",1999,2
"Automóvel","M.BENZ",1999,2
"Automóvel","MPLM",1999,2
"Automóvel","PHANTOM",1999,2
"Outros","Importado",1999,2
"Outros","VW",1999,2
"Motocicleta","FIAT",1999,2
"Motocicleta","TECPAMA",1999,2
"Motocicleta","WEMOTO",1999,2
"Motocicleta","",1999,2
"Motocicleta","AVA",1999,2
"Motocicleta","GEMSY",1999,2
"Motocicleta","AGRALE",1999,2
"Motocicleta","BP",1999,2
"Motocicleta","BRANDY",1999,2
,"",1999,2
"Outros","",1998,2
"Outros","GM",1998,2
"Outros","VW",1998,2
"Outros","RAGGE",1998,2
"Outros","VOLVO",1998,2
"Caminhão","DODGE",1998,2
"Caminhão","VOLVO",1998,2
"Automóvel","FIBRAC",1998,2
"Automóvel","ICOMDA",1998,2
"Automóvel","JPX",1998,2
"Automóvel","M.BENZ",1998,2
"Automóvel","MPLM",1998,2
"Automóvel","PHANTOM",1998,2
"Outros","Importado",1998,2
"Outros","VW",1998,2
"Motocicleta","FIAT",1998,2
"Motocicleta","TECPAMA",1998,2
"Motocicleta","WEMOTO",1998,2
"Motocicleta","",1998,2
"Motocicleta","GEMSY",1998,2
"Motocicleta","AGRALE",1998,2
"Motocicleta","BP",1998,2
"Motocicleta","BRANDY",1998,2
"Motocicleta","YAMAHA",1998,2
,"",1998,2
"Outros","",1997,2
"Outros","VW",1997,2
"Outros","RAGGE",1997,2
"Outros","VOLVO",1997,2
"Caminhão","DODGE",1997,2
"Caminhão","VOLVO",1997,2
"Automóvel","FIBRAC",1997,2
"Automóvel","ICOMDA",1997,2
"Automóvel","JPX",1997,2
"Automóvel","M.BENZ",1997,2
"Automóvel","MPLM",1997,2
"Automóvel","PHANTOM",1997,2
"Outros","Importado",1997,2
"Outros","VW",1997,2
"Motocicleta","FIAT",1997,2
"Motocicleta","TECPAMA",1997,2
"Motocicleta","WEMOTO",1997,2
"Motocicleta","",1997,2
"Motocicleta","GEMSY",1997,2
"Motocicleta","AGRALE",1997,2
"Motocicleta","BP",1997,2
"Motocicleta","YAMAHA",1997,2
,"",1997,2
"Outros","",1996,2
"Outros","VW",1996,2
"Outros","RAGGE",1996,2
"Caminhão","DODGE",1996,2
"Caminhão","VOLVO",1996,2
"Automóvel","FIBRAC",1996,2
"Automóvel","ICOMDA",1996,2
"Automóvel","JPX",1996,2
"Automóvel","M.BENZ",1996,2
"Automóvel","MPLM",1996,2
"Automóvel","PHANTOM",1996,2
"Motocicleta","FIAT",1996,2
"Motocicleta","WEMOTO",1996,2
"Motocicleta","AGRALE",1996,2
"Motocicleta","BP",1996,2
"Motocicleta","YAMAHA",1996,2
,"",1996,2
"Outros","",1995,2
"Outros","VW",1995,2
"Outros","RAGGE",1995,2
"Caminhão","DODGE",1995,2
"Caminhão","VOLVO",1995,2
"Automóvel","FIBRAC",1995,2
"Automóvel","ICOMDA",1995,2
"Automóvel","JPX",1995,2
"Automóvel","M.BENZ",1995,2
"Automóvel","MPLM",1995,2
"Outros","VW",1995,2
"Motocicleta","FIAT",1995,2
"Motocicleta","WEMOTO",1995,2
"Motocicleta","",1995,2
"Motocicleta","YAMAHA",1995,2
"Motocicleta","AGRALE",1995,2
"Motocicleta","BP",1995,2
"Motocicleta","YAMAHA",1995,2
,"",1995,2
"Outros","",1994,2
"Outros","VW",1994,2
"Outros","RAGGE",1994,2
"Caminhão","DODGE",1994,2
"Caminhão","VOLVO",1994,2
"Automóvel","FIBRAC",1994,2
"Automóvel","ICOMDA",1994,2
"Automóvel","ITAL",1994,2
"Automóvel","M.BENZ",1994,2
"Automóvel","MPLM",1994,2
"Automóvel","PHANTOM",1994,2
"Outros","VW",1994,2
"Motocicleta","FIAT",1994,2
"Motocicleta","TECPAMA",1994,2
"Motocicleta","WEMOTO",1994,2
"Motocicleta","",1994,2
"Motocicleta","BRANDY",1994,2
"Motocicleta","AGRALE",1994,2
"Motocicleta","BP",1994,2
"Motocicleta","YAMAHA",1994,2
,"",1994,2
"Outros","FORD",0,2
"Caminhão","DODGE",0,2
"Caminhão","VOLVO",0,2
"Caminhonete","MMC",0,2
"Automóvel","ADAMO",0,2
"Automóvel","M.BENZ",0,2
"Outros","VW",0,2
"Motocicleta","TECPAMA",0,2
"Motocicleta","WEMOTO",0,2
"Motocicleta","",0,2
"Motocicleta","AGRALE",0,2
"Motocicleta","BP",0,2
"Motocicleta","BRANDY",0,2
"Outros","CITROEN",2021,1
"Outros","MARCOPOLO",2021,1
"Outros","PEUGEOT",2021,1
"Outros","SCANIA",2021,1
"Outros","",2021,1
"Outros","GM",2021,1
"Outros","AGRALE",2021,1
"Caminhão","IVERCO",2021,1
"Caminhão","TROLLER",2021,1
"Caminhonete","CAOACHERY",2021,1
"Caminhonete","PEUGEOT",2021,1
"Ônibus e Microonibus","BYD",2021,1
"Ônibus e Microonibus","FORD",2021,1
"Automóvel","LOBINI",2021,1
"Automóvel","PICHETH",2021,1
"Automóvel","SSFIBERGLASS",2021,1
"Outros","",2021,1
"Outros","A.MARCON",2021,1
"Outros","BUENO",2021,1
"Outros","CASADOTRICICLO",2021,1
"Outros","DORGIL",2021,1
"Outros","E.QUINI",2021,1
"Outros","EVALDO",2021,1
"Outros","FELZA",2021,1
"Outros","HECKMANN1",2021,1
"Outros","J.BERNAR",2021,1
"Outros","JOSE TEX",2021,1
"Outros","ROG.MENDES",2021,1
"Outros","YAMAHA",2021,1
"Motocicleta","BP",2021,1
"Motocicleta","DAELIM",2021,1
"Motocicleta","AME",2021,1
"Motocicleta","GARINNI",2021,1
"Motocicleta","JTA-SUZUKI",2021,1
"Motocicleta","AGRALE",2021,1
"Motocicleta","DAELIM",2021,1
"Motocicleta","MOTOVI",2021,1
"Motocicleta","MOTTUS",2021,1
,"Importado",2021,1
"Outros","CITROEN",2020,1
"Outros","MARCOPOLO",2020,1
"Outros","PEUGEOT",2020,1
"Outros","SCANIA",2020,1
"Outros","",2020,1
"Outros","GM",2020,1
"Outros","AGRALE",2020,1
"Caminhão","IVERCO",2020,1
"Caminhão","TROLLER",2020,1
"Caminhonete","CAOACHERY",2020,1
"Caminhonete","PEUGEOT",2020,1
"Ônibus e Microonibus","TECNOBUS",2020,1
"Ônibus e Microonibus","FORD",2020,1
"Automóvel","C.AGUIAR",2020,1
"Automóvel","LOBINI",2020,1
"Automóvel","PICHETH",2020,1
"Automóvel","SSFIBERGLASS",2020,1
"Outros","",2020,1
"Outros","A.MARCON",2020,1
"Outros","BUENO",2020,1
"Outros","CASADOTRICICLO",2020,1
"Outros","CLEMENTE",2020,1
"Outros","DORGIL",2020,1
"Outros","E.QUINI",2020,1
"Outros","EMILIANO",2020,1
"Outros","EVALDO",2020,1
"Outros","FELZA",2020,1
"Outros","HECKMANN1",2020,1
"Outros","J.BERNAR",2020,1
"Outros","JOSE TEX",2020,1
"Outros","ROG.MENDES",2020,1
"Outros","YAMAHA",2020,1
"Motocicleta","BP",2020,1
"Motocicleta","DAELIM",2020,1
"Motocicleta","AME",2020,1
"Motocicleta","GARINNI",2020,1
"Motocicleta","JTA-SUZUKI",2020,1
"Motocicleta","AGRALE",2020,1
"Motocicleta","ATALA",2020,1
"Motocicleta","DAELIM",2020,1
"Motocicleta","MOTOVI",2020,1
"Motocicleta","MOTTUS",2020,1
,"Importado",2020,1
"Outros","CITROEN",2019,1
"Outros","PEUGEOT",2019,1
"Outros","",2019,1
"Outros","CASTRO",2019,1
"Outros","AGRALE",2019,1
"Caminhão","CITROEN",2019,1
"Caminhão","IVERCO",2019,1
"Caminhão","TROLLER",2019,1
"Caminhonete","CAOACHERY",2019,1
"Caminhonete","PEUGEOT",2019,1
"Ônibus e Microonibus","TECNOBUS",2019,1
"Ônibus e Microonibus","FORD",2019,1
"Automóvel","C.AGUIAR",2019,1
"Automóvel","DE PAULO",2019,1
"Automóvel","LOBINI",2019,1
"Automóvel","LROVER",2019,1
"Automóvel","PICHETH",2019,1
"Automóvel","SOARES",2019,1
"Automóvel","SSFIBERGLASS",2019,1
"Outros","",2019,1
"Outros","A.MARCON",2019,1
"Outros","CASADOTRICICLO",2019,1
"Outros","CLEMENTE",2019,1
"Outros","DORGIL",2019,1
"Outros","E.QUINI",2019,1
"Outros","EMILIANO",2019,1
"Outros","EVALDO",2019,1
"Outros","FELZA",2019,1
"Outros","HECKMANN1",2019,1
"Outros","HISSANO",2019,1
"Outros","JOSE TEX",2019,1
"Outros","MACHADO",2019,1
"Outros","ROG.MENDES",2019,1
"Outros","TUKANO",2019,1
"Outros","YAMAHA",2019,1
"Motocicleta","BP",2019,1
"Motocicleta","DAELIM",2019,1
"Motocicleta","AME",2019,1
"Motocicleta","GARINNI",2019,1
"Motocicleta","AGRALE",2019,1
"Motocicleta","ATALA",2019,1
"Motocicleta","DAELIM",2019,1
"Motocicleta","MOTOVI",2019,1
"Motocicleta","MOTTUS",2019,1
,"Importado",2019,1
"Outros","CITROEN",2018,1
"Outros","PEUGEOT",2018,1
"Outros","",2018,1
"Outros","CASTRO",2018,1
"Outros","AGRALE",2018,1
"Caminhão","CITROEN",2018,1
"Caminhão","IVERCO",2018,1
"Caminhão","TROLLER",2018,1
"Caminhonete","M.BENZ",2018,1
"Caminhonete","PEUGEOT",2018,1
"Ônibus e Microonibus","FORD",2018,1
"Automóvel","C.AGUIAR",2018,1
"Automóvel","DE PAULO",2018,1
"Automóvel","LOBINI",2018,1
"Automóvel","LROVER",2018,1
"Automóvel","PICHETH",2018,1
"Automóvel","SOARES",2018,1
"Automóvel","SSFIBERGLASS",2018,1
"Outros","",2018,1
"Outros","A.MARCON",2018,1
"Outros","CASADOTRICICLO",2018,1
"Outros","CLEMENTE",2018,1
"Outros","DORGIL",2018,1
"Outros","E.QUINI",2018,1
"Outros","EMILIANO",2018,1
"Outros","EVALDO",2018,1
"Outros","FELZA",2018,1
"Outros","HECKMANN1",2018,1
"Outros","HISSANO",2018,1
"Outros","JOSE TEX",2018,1
"Outros","ROG.MENDES",2018,1
"Outros","TUKANO",2018,1
"Outros","YAMAHA",2018,1
"Motocicleta","BP",2018,1
"Motocicleta","DAELIM",2018,1
"Motocicleta","IBRAMOTO",2018,1
"Motocicleta","AME",2018,1
"Motocicleta","GARINNI",2018,1
"Motocicleta","AGRALE",2018,1
"Motocicleta","ATALA",2018,1
"Motocicleta","BP",2018,1
"Motocicleta","DAELIM",2018,1
"Motocicleta","MOTOVI",2018,1
"Motocicleta","MOTTUS",2018,1
,"Importado",2018,1
"Outros","CITROEN",2017,1
"Outros","PEUGEOT",2017,1
"Outros","",2017,1
"Outros","CASTRO",2017,1
"Outros","AGRALE",2017,1
"Caminhão","CITROEN",2017,1
"Caminhão","IVERCO",2017,1
"Caminhão","TROLLER",2017,1
"Caminhonete","M.BENZ",2017,1
"Caminhonete","PEUGEOT",2017,1
"Ônibus e Microonibus","FORD",2017,1
"Automóvel","C.AGUIAR",2017,1
"Automóvel","DE PAULO",2017,1
"Automóvel","LOBINI",2017,1
"Automóvel","LROVER",2017,1
"Automóvel","PICHETH",2017,1
"Automóvel","SOARES",2017,1
"Automóvel","SSFIBERGLASS",2017,1
"Outros","",2017,1
"Outros","A.MARCON",2017,1
"Outros","CASADOTRICICLO",2017,1
"Outros","CLEMENTE",2017,1
"Outros","DORGIL",2017,1
"Outros","E.QUINI",2017,1
"Outros","EMILIANO",2017,1
"Outros","EVALDO",2017,1
"Outros","HECKMANN1",2017,1
"Outros","HISSANO",2017,1
"Outros","JOSE TEX",2017,1
"Outros","ROG.MENDES",2017,1
"Outros","TUKANO",2017,1
"Outros","YAMAHA",2017,1
"Motocicleta","BP",2017,1
"Motocicleta","DAELIM",2017,1
"Motocicleta","IBRAMOTO",2017,1
"Motocicleta","AME",2017,1
"Motocicleta","GARINNI",2017,1
"Motocicleta","AGRALE",2017,1
"Motocicleta","ATALA",2017,1
"Motocicleta","BP",2017,1
"Motocicleta","DAELIM",2017,1
"Motocicleta","IROS",2017,1
"Motocicleta","MOTOVI",2017,1
"Motocicleta","MOTTUS",2017,1
,"Importado",2017,1
"Outros","CITROEN",2016,1
"Outros","Importado",2016,1
"Outros","CASTRO",2016,1
"Outros","NISSIN",2016,1
"Outros","AGRALE",2016,1
"Outros","NISSIN",2016,1
"Caminhão","CITROEN",2016,1
"Caminhão","IVERCO",2016,1
"Caminhão","TOYOTA",2016,1
"Caminhão","TROLLER",2016,1
"Caminhonete","JPX",2016,1
"Caminhonete","NISSIN",2016,1
"Caminhonete","PEUGEOT",2016,1
"Ônibus e Microonibus","FORD",2016,1
"Ônibus e Microonibus","MPOLO",2016,1
"Ônibus e Microonibus","SCANIA",2016,1
"Automóvel","C.AGUIAR",2016,1
"Automóvel","DE PAULO",2016,1
"Automóvel","LOBINI",2016,1
"Automóvel","LROVER",2016,1
"Automóvel","PICHETH",2016,1
"Automóvel","SOARES",2016,1
"Automóvel","SSFIBERGLASS",2016,1
"Outros","",2016,1
"Outros","A.MARCON",2016,1
"Outros","CASADOTRICICLO",2016,1
"Outros","CLEMENTE",2016,1
"Outros","DORGIL",2016,1
"Outros","E.QUINI",2016,1
"Outros","EMILIANO",2016,1
"Outros","EVALDO",2016,1
"Outros","HECKMANN1",2016,1
"Outros","HISSANO",2016,1
"Outros","JOSE TEX",2016,1
"Outros","ROG.MENDES",2016,1
"Outros","TUKANO",2016,1
"Outros","YAMAHA",2016,1
"Motocicleta","DAELIM",2016,1
"Motocicleta","AME",2016,1
"Motocicleta","BP",2016,1
"Motocicleta","GARINNI",2016,1
"Motocicleta","ATALA",2016,1
"Motocicleta","BP",2016,1
"Motocicleta","DAELIM",2016,1
"Motocicleta","IROS",2016,1
"Motocicleta","MOTOVI",2016,1
"Motocicleta","MOTTUS",2016,1
,"Importado",2016,1
"Outros","RENAULT",2015,1
"Outros","CASTRO",2015,1
"Outros","NISSIN",2015,1
"Outros","AGRALE",2015,1
"Outros","NISSIN",2015,1
"Outros","M.A.",2015,1
"Caminhão","CITROEN",2015,1
"Caminhão","IVERCO",2015,1
"Caminhão","TOYOTA",2015,1
"Caminhão","TROLLER",2015,1
"Caminhonete","JPX",2015,1
"Caminhonete","NISSIN",2015,1
"Caminhonete","PEUGEOT",2015,1
"Ônibus e Microonibus","FORD",2015,1
"Ônibus e Microonibus","MPOLO",2015,1
"Ônibus e Microonibus","SCANIA",2015,1
"Automóvel","C.AGUIAR",2015,1
"Automóvel","DE PAULO",2015,1
"Automóvel","LOBINI",2015,1
"Automóvel","LROVER",2015,1
"Automóvel","PICHETH",2015,1
"Automóvel","SOARES",2015,1
"Automóvel","SSFIBERGLASS",2015,1
"Outros","",2015,1
"Outros","A.MARCON",2015,1
"Outros","CASADOTRICICLO",2015,1
"Outros","CLEMENTE",2015,1
"Outros","DORGIL",2015,1
"Outros","E.QUINI",2015,1
"Outros","EMILIANO",2015,1
"Outros","EVALDO",2015,1
"Outros","HECKMANN1",2015,1
"Outros","HISSANO",2015,1
"Outros","JOSE TEX",2015,1
"Outros","ROG.MENDES",2015,1
"Outros","TUKANO",2015,1
"Outros","YAMAHA",2015,1
"Motocicleta","DAELIM",2015,1
"Motocicleta","AME",2015,1
"Motocicleta","BP",2015,1
"Motocicleta","CALOI",2015,1
"Motocicleta","GARINNI",2015,1
"Motocicleta","AGRALE",2015,1
"Motocicleta","ATALA",2015,1
"Motocicleta","BP",2015,1
"Motocicleta","DAELIM",2015,1
"Motocicleta","IROS",2015,1
"Motocicleta","MOTOVI",2015,1
"Motocicleta","MOTTUS",2015,1
,"Importado",2015,1
,"YAMAHA",2015,1
"Outros","RENAULT",2014,1
"Outros","",2014,1
"Outros","CASTRO",2014,1
"Outros","NISSIN",2014,1
"Outros","AGRALE",2014,1
"Outros","NISSIN",2014,1
"Outros","M.A.",2014,1
"Outros","GM",2014,1
"Caminhão","CITROEN",2014,1
"Caminhão","IVERCO",2014,1
"Caminhão","PUMA",2014,1
"Caminhão","TOYOTA",2014,1
"Caminhão","TROLLER",2014,1
"Caminhonete","GURGEL",2014,1
"Caminhonete","JPX",2014,1
"Caminhonete","M.BENZ",2014,1
"Caminhonete","NISSIN",2014,1
"Caminhonete","PEUGEOT",2014,1
"Outros","FORD",2014,1
"Outros","GM",2014,1
"Ônibus e Microonibus","TECNOBUS",2014,1
"Ônibus e Microonibus","HONDA",2014,1
"Ônibus e Microonibus","SCANIA",2014,1
"Automóvel","C.AGUIAR",2014,1
"Automóvel","DE PAULO",2014,1
"Automóvel","FIBRAL",2014,1
"Automóvel","LOBINI",2014,1
"Automóvel","LROVER",2014,1
