"TipoVeiculo","Montadora","NUM_EXERCICIO","QTD_CHASSI"
"Motocicleta","HONDA",2019,1362494
"Motocicleta","HONDA",2021,1351850
"Motocicleta","HONDA",2018,1348752
"Motocicleta","HONDA",2020,1347838
"Motocicleta","HONDA",2017,1314203
"Motocicleta","HONDA",2016,1273454
"Motocicleta","HONDA",2015,1185832
"Motocicleta","HONDA",2014,1084784
"Motocicleta","HONDA",2012,1083965
"Motocicleta","HONDA",2013,1081625
"Motocicleta","HONDA",2011,1067783
"Motocicleta","HONDA",2010,1021782
"Motocicleta","HONDA",2009,689462
"Motocicleta","HONDA",2008,689462
"Motocicleta","HONDA",2007,637276
"Motocicleta","HONDA",2006,636673
"Motocicleta","HONDA",2005,451955
"Motocicleta","HONDA",2004,317564
"Automóvel","VW",2013,285502
"Automóvel","FIAT",2018,281668
"Automóvel","VW",2014,281196
"Automóvel","VW",2011,280463
"Automóvel","FIAT",2019,280339
"Motocicleta","HONDA",2003,278927
"Automóvel","VW",2010,278921
"Automóvel","FIAT",2013,278056
"Automóvel","FIAT",2014,277835
"Automóvel","FIAT",2017,277216
"Automóvel","VW",2012,276218
"Automóvel","VW",2009,274561
"Motocicleta","HONDA",2002,269098
"Automóvel","FIAT",2015,265346
"Automóvel","FIAT",2016,264368
"Automóvel","FIAT",2021,262182
"Automóvel","FIAT",2012,260103
"Automóvel","FIAT",2020,259369
"Motocicleta","HONDA",2001,256231
"Motocicleta","HONDA",2000,252935
"Automóvel","VW",2008,252377
"Automóvel","VW",2015,250324
"Automóvel","FIAT",2011,249412
"Automóvel","VW",2016,249309
"Automóvel","VW",2007,248074
"Automóvel","VW",2006,247445
"Automóvel","VW",2005,242072
"Automóvel","VW",2004,240469
"Automóvel","VW",2017,232766
"Automóvel","VW",2019,228112
"Automóvel","VW",2003,227583
"Automóvel","VW",2018,226900
"Automóvel","VW",2020,226150
"Automóvel","FIAT",2010,213347
"Automóvel","VW",2002,206130
"Automóvel","VW",2001,204798
"Automóvel","VW",2021,203656
"Automóvel","VW",2000,202700
"Automóvel","FIAT",2009,193792
"Motocicleta","HONDA",2020,184643
"Motocicleta","HONDA",2019,183776
"Motocicleta","HONDA",2021,183246
"Motocicleta","HONDA",2018,182331
"Motocicleta","HONDA",2017,181959
"Automóvel","GM",2009,180554
"Automóvel","GM",2008,180483
"Automóvel","GM",2007,179104
"Automóvel","FIAT",2007,171469
"Automóvel","GM",2006,171220
"Automóvel","GM",2005,170129
"Automóvel","FIAT",2008,168094
"Automóvel","FIAT",2006,167516
"Motocicleta","HONDA",1999,162683
"Motocicleta","HONDA",0,162683
"Automóvel","GM",2010,162481
"Motocicleta","HONDA",1998,162346
"Motocicleta","HONDA",1997,155348
"Motocicleta","HONDA",1996,155348
"Motocicleta","HONDA",1995,155348
"Automóvel","VW",1999,151195
"Automóvel","GM",2011,147255
"Automóvel","VW",1998,140991
"Motocicleta","HONDA",2016,138122
"Motocicleta","HONDA",2014,137425
"Motocicleta","HONDA",2015,137422
"Automóvel","GM",2012,135046
"Motocicleta","HONDA",2013,134409
"Automóvel","GM",2013,133567
"Automóvel","GM",2014,133491
"Automóvel","FIAT",2005,128173
"Motocicleta","HONDA",2012,127680
"Automóvel","GM",2015,124533
"Automóvel","GM",2016,122789
"Motocicleta","HONDA",2011,122707
"Motocicleta","HONDA",2010,122707
"Automóvel","FIAT",2004,121543
"Motocicleta","HONDA",2009,121384
"Motocicleta","HONDA",2008,121384
"Motocicleta","HONDA",2007,121383
"Automóvel","GM",2017,120658
"Automóvel","VW",1997,120430
"Motocicleta","HONDA",2006,119635
"Automóvel","Importado",2014,115859
"Automóvel","Importado",2013,114952
"Automóvel","FIAT",2003,114392
"Automóvel","GM",2004,113197
"Automóvel","GM",2003,113095
"Motocicleta","YAMAHA",2019,107526
"Motocicleta","YAMAHA",2020,107329
"Motocicleta","YAMAHA",2021,107000
"Automóvel","VW",1996,105939
"Automóvel","Importado",2015,105719
"Automóvel","VW",1995,105258
"Motocicleta","YAMAHA",2018,104424
"Automóvel","Importado",2016,102496
"Motocicleta","YAMAHA",2017,102484
"Motocicleta","YAMAHA",2016,102041
"Automóvel","FORD",2007,101174
"Automóvel","Importado",2017,101118
"Motocicleta","YAMAHA",2015,98825
"Automóvel","Importado",2021,98123
"Automóvel","Importado",2020,97687
"Automóvel","GM",2002,97632
"Automóvel","FIAT",2002,97506
"Automóvel","Importado",2019,97303
"Automóvel","GM",2001,96740
"Motocicleta","YAMAHA",2014,96586
"Automóvel","Importado",2018,96075
"Automóvel","VW",1994,94835
"Automóvel","FORD",2005,93991
"Automóvel","FORD",2006,93988
"Automóvel","Importado",2012,93904
"Automóvel","GM",2019,93191
"Automóvel","GM",2018,92042
"Automóvel","CHEVROLET",2021,91589
"Automóvel","CHEVROLET",2020,91589
"Automóvel","CHEVROLET",2019,91589
"Automóvel","CHEVROLET",2018,91443
"Automóvel","CHEVROLET",2017,91443
"Automóvel","GM",2000,88673
"Automóvel","FORD",2004,87401
"Automóvel","FORD",2003,87346
"Automóvel","FIAT",2001,86795
"Automóvel","GM",1999,86200
"Automóvel","Importado",2011,85643
"Automóvel","FORD",2009,85625
"Automóvel","FORD",2008,85468
"Automóvel","FORD",2000,85274
"Motocicleta","YAMAHA",2013,85165
"Automóvel","FORD",2001,84924
"Motocicleta","YAMAHA",2011,84236
"Motocicleta","YAMAHA",2012,84211
"Automóvel","GM",1998,84185
"Automóvel","GM",1997,83803
"Automóvel","GM",2020,82773
"Automóvel","FORD",2002,82561
"Automóvel","FORD",1999,81729
"Automóvel","FORD",1998,81729
"Motocicleta","YAMAHA",2009,81648
"Automóvel","Importado",2010,81366
"Motocicleta","YAMAHA",2010,80574
"Automóvel","FIAT",2000,80409
"Automóvel","GM",2021,80134
"Automóvel","FORD",1997,77617
"Automóvel","GM",1996,77468
"Automóvel","CHEVROLET",2016,76794
"Automóvel","CHEVROLET",2015,76293
"Automóvel","GM",1995,76292
"Automóvel","FIAT",1999,76181
"Automóvel","GM",1994,75947
"Automóvel","CHEVROLET",2014,75876
"Motocicleta","HONDA",1994,73338
"Automóvel","FORD",2010,71973
"Automóvel","CHEVROLET",2013,69823
"Automóvel","TOYOTA",2021,66657
"Automóvel","TOYOTA",2020,66596
"Automóvel","FORD",1995,66527
"Automóvel","FORD",1996,66524
"Automóvel","FORD",2011,65740
"Automóvel","FORD",1994,64899
"Automóvel","FORD",2012,62626
"Automóvel","TOYOTA",2019,61650
"Automóvel","FIAT",1998,61010
"Outros","FIAT",2021,58876
"Automóvel","FORD",2019,58508
"Automóvel","FORD",2021,58505
"Automóvel","FORD",2020,58505
"Automóvel","FORD",2014,58406
"Automóvel","FORD",2017,58389
"Automóvel","FORD",2013,57829
"Automóvel","TOYOTA",2018,57329
"Automóvel","Importado",2009,57147
"Automóvel","FORD",2018,56882
"Automóvel","TOYOTA",2017,56066
"Outros","FIAT",2020,54393
"Automóvel","FIAT",1997,53871
"Outros","Importado",2019,52481
"Automóvel","TOYOTA",2015,52229
"Outros","FIAT",2019,52181
"Outros","Importado",2016,51957
"Automóvel","TOYOTA",2016,51930
"Automóvel","Importado",2008,51577
"Outros","Importado",2018,51409
"Automóvel","FORD",2016,50781
"Outros","Importado",2017,50779
"Automóvel","FORD",2015,50517
"Outros","Importado",2020,50495
"Outros","FIAT",2018,50413
"Outros","FIAT",2017,50346
"Outros","Importado",2021,49554
"Automóvel","Importado",2007,49377
"Motocicleta","YAMAHA",2008,48924
"Automóvel","TOYOTA",2014,47885
"Automóvel","HYUNDAI",2021,47709
"Motocicleta","YAMAHA",2007,47448
"Automóvel","TOYOTA",2013,46680
"Automóvel","CHEV",2021,46305
"Motocicleta","YAMAHA",2006,46084
"Outros","Importado",2013,45821
"Automóvel","HYUNDAI",2020,45818
"Automóvel","Importado",2006,45647
"Outros","Importado",2014,45154
"Automóvel","CHEV",2020,43831
"Outros","Importado",2015,43630
"Outros","Importado",2012,43133
"Automóvel","CHEVROLET",2012,42348
"Outros","Importado",2011,42278
"Outros","FIAT",2014,41835
"Motocicleta","YAMAHA",2003,41754
"Motocicleta","YAMAHA",2005,41739
"Motocicleta","YAMAHA",2004,41737
"Outros","FIAT",2013,41117
"Automóvel","Importado",2005,40880
"Outros","FIAT",2015,40634
"Outros","FIAT",2016,40629
"Outros","FIAT",2012,40602
"Outros","FIAT",2011,40502
"Outros","FIAT",2010,40343
"Automóvel","HYUNDAI",2019,39553
"Automóvel","TOYOTA",2012,39522
"Outros","Importado",2010,39171
"Outros","Importado",2009,39112
"Outros","Importado",2008,38853
"Automóvel","Importado",2004,38805
"Automóvel","HYUNDAI",2018,38697
"Outros","Importado",2007,38447
"Automóvel","Importado",2003,38136
"Outros","Importado",2006,37851
"Automóvel","FIAT",1996,37839
"Automóvel","Importado",2002,37230
"Automóvel","TOYOTA",2011,36481
"Automóvel","Importado",2001,36432
"Automóvel","HONDA",2021,36415
"Automóvel","HONDA",2020,36384
"Automóvel","HONDA",2019,36307
"Automóvel","HONDA",2018,36266
"Automóvel","HYUNDAI",2017,35649
"Automóvel","HONDA",2017,34957
"Automóvel","HYUNDAI",2016,33875
"Automóvel","HYUNDAI",2015,33875
"Automóvel","HYUNDAI",2014,33875
"Motocicleta","YAMAHA",2002,33823
"Automóvel","HONDA",2016,33180
"Automóvel","Importado",2000,33063
"Automóvel","RENAULT",2021,32864
"Automóvel","RENAULT",2020,32781
"Automóvel","Importado",1999,32635
"Outros","GM",2007,32586
"Motocicleta","HONDA",2005,32448
"Motocicleta","HONDA",2004,32437
"Motocicleta","HONDA",2003,32434
"Outros","GM",2008,32389
"Outros","GM",2006,32357
"Automóvel","RENAULT",2018,32015
"Outros","GM",2005,31711
"Motocicleta","HONDA",2002,31036
"Motocicleta","HONDA",2001,31035
"Motocicleta","HONDA",2000,31034
"Caminhão","M.BENZ",2009,30500
"Automóvel","RENAULT",2019,30488
"Caminhão","M.BENZ",2008,30477
"Caminhão","M.BENZ",2007,30475
"Caminhão","M.BENZ",2013,30263
"Caminhão","M.BENZ",2014,30174
"Outros","GM",2009,30011
"Outros","GM",2010,29777
"Automóvel","FIAT",1995,29520
"Outros","GM",2012,29349
"Caminhão","M.BENZ",2006,29225
"Caminhão","M.BENZ",2005,28925
"Automóvel","Importado",1998,28841
"Automóvel","CHEV",2019,28398
"Automóvel","FIAT",1994,28351
"Automóvel","CHEV",2018,28131
"Automóvel","CHEV",2017,28131
"Automóvel","HONDA",2015,27846
"Caminhão","M.BENZ",2010,27781
"Caminhão","M.BENZ",2011,27688
"Caminhão","M.BENZ",2012,27275
"Outros","GM",2011,26963
"Outros","FIAT",2008,26456
"Outros","Importado",2021,26350
"Outros","VW",2019,26183
"Outros","Importado",2020,26146
"Outros","VW",2018,26109
"Outros","FIAT",2009,26046
"Outros","VW",2017,25810
"Outros","FIAT",2007,25783
"Outros","Importado",2019,25691
"Outros","GM",2014,25439
"Caminhão","M.BENZ",2017,25421
"Caminhão","M.BENZ",2018,25233
"Outros","Importado",2017,25168
"Outros","Importado",2018,24707
"Outros","VW",2020,24557
"Outros","VW",2021,24505
"Automóvel","CHEV",2016,24490
"Automóvel","CHEV",2015,24366
"Outros","FIAT",2006,24261
"Outros","VW",2015,23875
"Outros","VW",2016,23767
"Automóvel","CHEV",2014,23618
"Automóvel","RENAULT",2017,23488
"Automóvel","Importado",1997,23488
"Outros","GM",2013,23113
"Caminhão","M.BENZ",2016,22954
"Caminhão","M.BENZ",2015,22813
"Caminhonete","VW",2005,22751
"Caminhonete","VW",2007,22746
"Caminhonete","VW",2006,22746
"Automóvel","RENAULT",2016,22708
"Automóvel","RENAULT",2015,22685
"Caminhonete","VW",2004,22657
"Caminhonete","VW",2003,22657
"Caminhonete","VW",2009,22641
"Caminhonete","VW",2008,22641
"Caminhonete","VW",2001,22618
"Caminhão","M.BENZ",2021,22575
"Outros","FORD",2010,22519
"Caminhonete","VW",2010,22452
"Caminhonete","VW",2000,22447
"Caminhonete","VW",1999,22447
"Caminhonete","VW",1998,22435
"Outros","FORD",2011,22407
"Outros","FORD",2009,22367
"Outros","FORD",2008,22367
"Outros","FORD",2007,22367
"Outros","FORD",2005,22366
"Outros","FORD",2006,22324
"Caminhão","M.BENZ",2019,22156
"Automóvel","HONDA",2014,22117
"Caminhonete","VW",2002,22107
"Caminhonete","VW",2011,22092
"Caminhonete","VW",2012,22026
"Caminhonete","VW",2013,21998
"Caminhão","M.BENZ",2020,21966
"Caminhonete","VW",2014,21949
"Caminhonete","VW",1997,21854
"Caminhonete","VW",1994,21827
"Caminhonete","VW",1996,21825
"Caminhonete","VW",1995,21822
"Outros","Importado",2016,21238
"Outros","Importado",2015,20776
"Outros","VW",2014,20496
"Outros","Importado",2014,20460
"Outros","FORD",2012,20119
"Caminhonete","FORD",2013,20096
"Outros","Importado",2013,19984
"Caminhonete","VW",2015,19550
"Outros","Importado",2012,19523
"Automóvel","HONDA",2013,19476
"Caminhonete","Importado",2014,19458
"Caminhonete","VW",2016,19379
"Automóvel","HONDA",2012,19359
"Outros","FORD",2013,19332
"Automóvel","CHEVROLET",2011,19196
"Caminhonete","VW",2017,19089
"Outros","VW",2013,19042
"Automóvel","HONDA",2011,19025
"Outros","VW",2011,19020
"Outros","VW",2012,19015
"Caminhonete","VW",2018,18921
"Caminhonete","VW",2019,18853
"Caminhonete","VW",2020,18804
"Caminhonete","Importado",2015,18769
"Caminhonete","VW",2021,18740
"Caminhonete","Importado",2016,18583
"Caminhonete","FORD",2014,18568
"Automóvel","TOYOTA",2010,18533
"Outros","Importado",2011,18343
"Outros","VW",2010,18081
"Caminhonete","FORD",2018,18036
"Automóvel","HONDA",2010,17974
"Caminhonete","Importado",2017,17910
"Caminhonete","FORD",2006,17861
"Caminhonete","FORD",2019,17804
"Caminhonete","FORD",2020,17773
"Caminhonete","Importado",2018,17678
"Caminhonete","FORD",2007,17659
"Automóvel","RENAULT",2014,17632
"Caminhonete","Importado",2013,17596
"Outros","FIAT",2005,17593
"Caminhão","FORD",2009,17508
"Caminhão","FORD",2008,17504
"Caminhonete","Importado",2019,17494
"Caminhão","FORD",2007,17370
"Caminhonete","FORD",2021,17283
"Motocicleta","HONDA",1999,17232
"Motocicleta","HONDA",0,17232
"Caminhão","VW",2014,17228
"Caminhonete","FORD",2011,17188
"Automóvel","Importado",1996,17159
"Caminhonete","Importado",2020,17080
"Caminhonete","Importado",2012,17078
"Automóvel","TOYOTA",2009,16893
"Caminhão","FORD",2014,16866
"Caminhão","FORD",2013,16834
"Caminhão","FORD",2010,16832
"Caminhão","VW",2013,16767
"Caminhonete","Importado",2021,16707
"Caminhonete","FORD",2012,16641
"Automóvel","PEUGEOT",2018,16563
"Automóvel","RENAULT",2013,16409
"Outros","Importado",2010,16326
"Caminhonete","FORD",2017,16325
"Caminhão","FORD",2012,16285
"Automóvel","PEUGEOT",2017,16284
"Caminhão","VW",2020,16223
"Caminhão","FORD",2006,16091
"Automóvel","PEUGEOT",2019,16009
"Caminhonete","FORD",2016,15989
"Caminhão","VW",2018,15936
"Automóvel","HONDA",2009,15928
"Caminhão","VW",2019,15925
"Caminhão","FORD",2011,15896
"Caminhão","FORD",2015,15870
"Caminhão","VW",2015,15801
"Caminhonete","FORD",2010,15756
"Automóvel","PEUGEOT",2020,15648
"Automóvel","PEUGEOT",2016,15549
"Caminhão","FORD",2005,15537
"Caminhonete","FORD",2009,15409
"Automóvel","PEUGEOT",2015,15344
"Caminhão","VW",2016,15277
"Caminhonete","Importado",2011,15156
"Outros","FORD",2004,15117
"Outros","FORD",2003,15109
"Outros","FORD",2000,15106
"Outros","FORD",2002,15104
"Outros","FORD",2001,15104
"Automóvel","RENAULT",2012,15047
"Caminhonete","FORD",2008,15046
"Caminhonete","FORD",2015,15043
"Caminhão","FORD",2017,15037
"Motocicleta","YAMAHA",2001,15008
"Caminhão","FORD",2016,14976
"Caminhão","VW",2017,14941
"Automóvel","PEUGEOT",2014,14845
"Outros","Importado",2009,14672
"Automóvel","PEUGEOT",2021,14638
"Automóvel","RENAULT",2011,14619
"Caminhão","VW",2021,14605
"Outros","FIAT",2004,14498
"Outros","FORD",1999,14438
"Outros","FORD",1998,14438
"Caminhão","FORD",2018,14310
"Automóvel","RENAULT",2010,14139
"Outros","MMC",2021,13811
"Outros","FORD",0,13687
"Outros","MMC",2019,13670
"Motocicleta","DAFRA",2021,13622
"Outros","MMC",2020,13593
"Motocicleta","DAFRA",2020,13582
"Motocicleta","DAFRA",2019,13581
"Motocicleta","DAFRA",2018,13581
"Motocicleta","DAFRA",2017,13581
"Motocicleta","DAFRA",2016,13571
"Motocicleta","DAFRA",2015,13571
"Motocicleta","DAFRA",2014,13565
"Motocicleta","DAFRA",2013,13558
"Automóvel","RENAULT",2009,13486
"Caminhão","FORD",2019,13457
"Outros","VW",2009,13404
"Motocicleta","DAFRA",2012,13337
"Caminhão","FORD",2020,13278
"Outros","VW",2008,13271
"Outros","FIAT",2003,13239
"Outros","MMC",2018,13225
"Outros","MMC",2017,13222
"Outros","VW",2005,13199
"Outros","CHEVROLET",2021,13184
"Outros","CHEVROLET",2020,13175
"Outros","VW",2007,13168
"Outros","FORD",1997,13165
"Outros","CHEVROLET",2019,13164
"Outros","VW",2006,13162
"Automóvel","PEUGEOT",2013,13137
"Automóvel","PEUGEOT",2012,13137
"Outros","Importado",2008,13113
"Automóvel","PEUGEOT",2011,13105
"Outros","FORD",1994,13084
"Outros","FORD",1996,13083
"Outros","FORD",1995,13083
"Outros","CHEVROLET",2018,13070
"Outros","GM",2015,13065
"Automóvel","PEUGEOT",2010,13062
"Outros","VW",2004,13034
"Outros","VW",2003,13026
"Automóvel","PEUGEOT",2009,12978
"Outros","CHEVROLET",2017,12969
"Automóvel","HONDA",2008,12955
"Outros","MMC",2016,12887
"Outros","MMC",2015,12887
"Outros","MMC",2014,12834
"Caminhonete","Importado",2010,12727
"Automóvel","Importado",1995,12702
"Outros","FORD",2014,12574
"Outros","CHEVROLET",2016,12534
"Caminhão","FORD",2021,12517
"Motocicleta","DAFRA",2011,12464
"Outros","VW",2002,12454
"Outros","FIAT",2002,12368
"Motocicleta","Importado",2014,12366
"Outros","VW",2001,12336
"Motocicleta","Importado",2013,12328
"Caminhonete","FORD",2005,12303
"Automóvel","HONDA",2007,12289
"Caminhão","VW",2012,12228
"Caminhão","VW",2011,12216
"Caminhão","VW",2009,12210
"Caminhão","VW",2008,12178
"Caminhonete","Importado",2009,12159
"Outros","Importado",2005,12117
"Caminhão","VW",2007,12015
"Outros","FIAT",2001,12011
"Outros","FIAT",2000,12011
"Outros","FIAT",1999,12011
"Motocicleta","Importado",2015,11980
"Ônibus e Microonibus","M.BENZ",2009,11968
"Outros","Importado",2007,11918
"Caminhão","VW",2010,11901
"Ônibus e Microonibus","M.BENZ",2008,11761
"Outros","CHEVROLET",2015,11692
"Automóvel","TOYOTA",2008,11671
"Motocicleta","Importado",2012,11615
"Automóvel","Importado",1994,11550
"Outros","CHEVROLET",2014,11464
"Outros","GM",2016,11452
"Outros","MMC",2013,11439
"Outros","MMC",2012,11438
"Outros","MMC",2011,11438
"Outros","MMC",2010,11438
"Outros","MMC",2009,11348
"Outros","MMC",2008,11326
"Ônibus e Microonibus","M.BENZ",2010,11241
"Outros","FIAT",0,10962
"Motocicleta","Importado",2011,10875
"Ônibus e Microonibus","M.BENZ",2013,10860
"Motocicleta","DAFRA",2010,10719
"Motocicleta","Importado",2016,10666
"Automóvel","TOYOTA",2007,10648
"Outros","Importado",2006,10630
"Ônibus e Microonibus","M.BENZ",2011,10619
"Motocicleta","Importado",2010,10614
"Motocicleta","Importado",2021,10585
"Motocicleta","Importado",2018,10585
"Motocicleta","Importado",2017,10582
"Ônibus e Microonibus","M.BENZ",2014,10582
"Motocicleta","Importado",2020,10566
"Motocicleta","Importado",2019,10518
"Ônibus e Microonibus","M.BENZ",2012,10439
"Automóvel","TOYOTA",2006,10405
"Automóvel","TOYOTA",2005,10405
"Motocicleta","JTA",2014,10391
"Motocicleta","JTA",2013,10358
"Motocicleta","JTA",2015,10356
"Motocicleta","JTA",2016,10347
"Motocicleta","JTA",2018,10303
"Motocicleta","JTA",2017,10303
"Motocicleta","JTA",2020,10296
"Motocicleta","JTA",2019,10287
"Motocicleta","JTA",2021,10253
"Motocicleta","JTA",2012,10241
"Automóvel","TOYOTA",2004,10082
"Automóvel","TOYOTA",2003,10082
"Motocicleta","JTA",2011,10080
"Caminhonete","Importado",2008,10054
"Caminhonete","FORD",2004,10047
"Motocicleta","DAFRA",2009,9889
"Caminhonete","JEEP",2021,9888
"Caminhonete","JEEP",2020,9888
"Ônibus e Microonibus","M.BENZ",2007,9842
"Caminhonete","GM",2007,9812
"Caminhonete","GM",2005,9805
"Caminhonete","GM",2006,9782
"Caminhonete","GM",2008,9778
"Ônibus e Microonibus","M.BENZ",2019,9737
"Caminhonete","Importado",2007,9644
"Ônibus e Microonibus","M.BENZ",2018,9468
"Motocicleta","JTA",2010,9428
"Caminhonete","JEEP",2019,9352
"Caminhonete","JEEP",2018,9352
"Motocicleta","JTA",2009,9342
"Motocicleta","JTA",2008,9312
"Caminhonete","GM",2009,9234
"Ônibus e Microonibus","M.BENZ",2015,9202
"Ônibus e Microonibus","M.BENZ",2016,9133
"Motocicleta","JTA",2007,9092
"Ônibus e Microonibus","M.BENZ",2006,9044
"Ônibus e Microonibus","M.BENZ",2005,9044
"Caminhonete","JEEP",2017,8986
"Outros","GM",2017,8877
"Ônibus e Microonibus","M.BENZ",2020,8868
"Motocicleta","JTA",2006,8848
"Motocicleta","YAMAHA",2021,8840
"Motocicleta","JTA",2005,8813
"Ônibus e Microonibus","M.BENZ",2017,8735
"Outros","GM",2018,8727
"Outros","VW",2000,8696
"Outros","VW",1999,8696
"Outros","VW",1998,8696
"Caminhonete","GM",2010,8644
"Ônibus e Microonibus","M.BENZ",2021,8640
"Outros","GM",2004,8494
"Automóvel","RENAULT",2008,8462
"Motocicleta","YAMAHA",2020,8455
"Motocicleta","YAMAHA",2019,8455
"Motocicleta","YAMAHA",2018,8455
"Motocicleta","YAMAHA",2017,8455
"Outros","GM",2019,8389
"Caminhonete","GM",2012,8206
"Outros","JEEP",2021,8110
"Motocicleta","Importado",2009,8055
"Outros","JEEP",2020,7998
"Outros","GM",2003,7991
"Outros","GM",2001,7971
"Outros","GM",2020,7926
"Automóvel","NISSAN",2021,7876
"Outros","REB",1995,7841
"Outros","GM",2000,7829
"Outros","GM",2002,7824
"Outros","GM",2021,7765
"Motocicleta","YAMAHA",2013,7734
"Motocicleta","YAMAHA",2012,7734
"Motocicleta","YAMAHA",2011,7734
"Motocicleta","YAMAHA",2014,7728
"Automóvel","CITROEN",2019,7718
"Caminhonete","FORD",2003,7688
"Caminhonete","FORD",2000,7677
"Motocicleta","YAMAHA",2015,7664
"Caminhonete","FORD",1999,7655
"Caminhonete","FORD",1998,7655
"Automóvel","NISSAN",2020,7645
"Motocicleta","YAMAHA",2016,7625
"Outros","JEEP",2019,7602
"Outros","JEEP",2018,7602
"Automóvel","NISSAN",2019,7571
"Caminhonete","Importado",2006,7531
"Caminhonete","GM",2011,7525
"Caminhonete","FORD",2001,7501
"Automóvel","CITROEN",2018,7486
"Caminhonete","FORD",2002,7463
"Automóvel","CITROEN",2021,7458
"Automóvel","CITROEN",2020,7450
"Caminhonete","RENAULT",2021,7448
"Caminhão","VW",2006,7404
"Automóvel","HONDA",2006,7392
"Outros","MMC",2021,7391
"Outros","CHEVROLET",2013,7390
"Outros","MMC",2020,7337
"Outros","GM",1999,7268
"Outros","MMC",2019,7259
"Outros","MMC",2018,7259
"Outros","GM",1998,7245
"Outros","GM",0,7241
"Automóvel","NISSAN",2018,7230
"Caminhonete","GM",2014,7221
"Automóvel","CITROEN",2017,7204
"Caminhonete","FORD",1997,7183
"Caminhonete","Importado",2005,7154
"Caminhonete","FORD",1994,7145
"Caminhonete","FORD",1996,7143
"Caminhonete","FORD",1995,7143
"Caminhão","GM",2007,7115
"Caminhão","GM",2005,7115
"Outros","MMC",2017,7107
"Caminhão","GM",2006,7078
"Caminhão","GM",2008,7072
"Outros","MMC",2016,7069
"Automóvel","HONDA",2005,7016
"Automóvel","HONDA",2004,7016
"Outros","GM",1997,6933
"Outros","VW",1997,6930
"Outros","MMC",2015,6918
"Outros","MMC",2014,6914
"Outros","VW",1995,6855
"Outros","VW",1994,6855
"Outros","VW",1996,6851
"Automóvel","CITROEN",2016,6847
"Automóvel","CITROEN",2015,6840
"Caminhonete","GM",2013,6820
"Automóvel","CITROEN",2014,6701
"Automóvel","CITROEN",2013,6697
"Motocicleta","YAMAHA",2000,6511
"Outros","JEEP",2017,6505
"Motocicleta","YAMAHA",1999,6446
"Motocicleta","YAMAHA",1998,6444
"Motocicleta","YAMAHA",0,6441
"Caminhonete","RENAULT",2020,6421
"Caminhonete","RENAULT",2019,6417
"Caminhonete","RENAULT",2018,6417
"Motocicleta","KASINSKI",2017,6407
"Motocicleta","KASINSKI",2016,6407
"Motocicleta","KASINSKI",2015,6407
"Motocicleta","KASINSKI",2014,6407
"Motocicleta","KASINSKI",2013,6405
"Motocicleta","KASINSKI",2012,6405
"Motocicleta","KASINSKI",2011,6405
"Motocicleta","KASINSKI",2020,6369
"Motocicleta","KASINSKI",2019,6369
"Motocicleta","KASINSKI",2018,6369
"Motocicleta","KASINSKI",2021,6196
"Outros","GM",1996,6095
"Motocicleta","YAMAHA",1997,6081
"Outros","MMC",2013,5948
"Outros","MMC",2012,5940
"Motocicleta","YAMAHA",1995,5940
"Caminhão","VW",2005,5874
"Automóvel","CITROEN",2012,5838
"Motocicleta","YAMAHA",1994,5824
"Motocicleta","YAMAHA",1996,5821
"Ônibus e Microonibus","Importado",2014,5772
"Ônibus e Microonibus","Importado",2013,5753
"Motocicleta","SUNDOWN",2021,5567
"Motocicleta","SUNDOWN",2020,5567
"Motocicleta","SUNDOWN",2019,5567
"Motocicleta","SUNDOWN",2018,5567
"Motocicleta","SUNDOWN",2017,5567
"Motocicleta","SUNDOWN",2016,5567
"Motocicleta","SUNDOWN",2015,5567
"Motocicleta","SUNDOWN",2014,5567
"Motocicleta","SUNDOWN",2013,5567
"Motocicleta","SUNDOWN",2012,5567
"Motocicleta","SUNDOWN",2011,5567
"Motocicleta","SUNDOWN",2010,5567
"Automóvel","HYUNDAI",2013,5553
"Motocicleta","SUNDOWN",2009,5539
"Motocicleta","SUNDOWN",2008,5539
"Automóvel","CITROEN",2011,5445
"Caminhonete","GM",2004,5368
"Caminhonete","GM",2003,5368
"Caminhonete","GM",2001,5359
"Caminhonete","GM",2000,5307
"Outros","MMC",2007,5296
"Outros","MMC",2006,5295
"Outros","MMC",2005,5295
"Motocicleta","SUNDOWN",2007,5290
"Caminhonete","GM",1999,5290
"Caminhonete","GM",2002,5269
"Motocicleta","Importado",2021,5182
"Motocicleta","Importado",2020,5182
"Caminhonete","GM",1998,5173
"Motocicleta","Importado",2019,5164
"Motocicleta","Importado",2018,5163
"Automóvel","RENAULT",2007,5071
"Ônibus e Microonibus","Importado",2012,5069
"Ônibus e Microonibus","Importado",2011,5011
"Automóvel","PEUGEOT",2008,5010
"Automóvel","CITROEN",2010,4999
"Automóvel","CITROEN",2009,4999
"Outros","GM",1994,4976
"Outros","GM",1995,4972
"Ônibus e Microonibus","Importado",2010,4961
"Automóvel","CHEV",2013,4948
"Ônibus e Microonibus","Importado",2009,4935
"Motocicleta","Importado",2017,4912
"Outros","VOLVO",2014,4902
"Caminhão","GM",2009,4901
"Outros","VOLVO",2013,4892
"Ônibus e Microonibus","Importado",2015,4857
"Automóvel","RENAULT",2006,4825
"Motocicleta","Importado",2008,4803
"Automóvel","RENAULT",2005,4800
